BTC Address,Signer Key,Total uSTX,Stacker
bc1qapa7j55a6pw6uxj7hyx5ehg3njc6h6q39wnshc,0284df4505c6318a0017a7848aa0a95bf8cd3db697a89d2ec1978a027bece770ef,110000000000,SP3P5W89TM93D97AH2E12XS9650NAMM05PHCBEPPZ
bc1pfesd05mvw62uglxduepsx9jdtkug5zxzg8x79ffcj4acjk8qnthqzrktqf,03cef32afac202346ac76a28e81e77ed497c3f22ce20ac54b496950b4ef0b74b2e,179999000000,
bc1qkftpwzv3s7haayjccyyu0fdh3elhwr5fkkujm7,02b20a0603a409270d4421d89a831e8f7b2fa7c5f2d8872d7aa94737334d10c194,120000000000,
13hay8FrD13ceUJLHLBdXe4g5Ze3xkRssW,022150d4ea6dc60e75e162455553a92adea0a0f3000c192cc55d0bffed22c0a8e0,160000000000,
bc1q2efqxgdyn2ffanuvsf8m62t400pyfjs2unx8dc,0321129d7a3e14cce66abef68b9a3d31d998f14e9a18b09d66aa1110fc604a3b1f,3849900000000,SP3573HMB9SPCTMT85YS85KEPYCX33E6MZGQ5QB2A
bc1qspjt6f9fdjcvrtql32n9ld6d7t6gccqh4sg46g,0284df4505c6318a0017a7848aa0a95bf8cd3db697a89d2ec1978a027bece770ef,2100000000000,SP12A8B7HN18B4DPVCT7WW11YRFHYSHF2SHT9ABMQ
1DJKJGApgX4W8BSQ8FRPLqX78UaCskT4r2,02a89cb3164d3dabcb5cf8796bfc28b91fade8c71a64b5a76d94e79cd27cfa8895,10000000000000,SP1Y7GTHNJ1XWZYPP5WDGSNVAE9H5M4M2ADBG9C33
3QiWyfMUsAvk1fkskDgM2nahgPBb4sBaM3,0209eae9788e4b2cd92699a5e3039863e71315ced6e1a3c0bc5fe27e3d8269e40e,130000000000,SPZQMR0SB88WX6BW83PP1D5JWDAKA1ERQVX5EA2D
1PSnCwZ7hhmEin5dHHjjz4JPGEXGsLkaqW,03cd46fbbdc76f8576c12f8a07832ad48dd460faf27a9b7c277cd2d2fe411e998d,220000000000,SP13CM9QN6J23B6T6415SC0T8JQZ3YADPD1TJ27WZ
bc1qmg39xj6gk09auqkhetea4lce724pqz9jvx28c9,03e0df37e83e43847625a0320456cb9758050a61ce76c2c130bf50242f27ba6d54,160999000000,
bc1qcc2pumtnrtcj4mk9w0y37xynhqarh40zsy5v77,029e1245f007bd8f76d5ce67e759acd21f8b0f2538a80713468f7524bf3fff6136,144999000000,
31yuSoYmpkV5TDxuMh2GUfchJFef4kHyus,02c770af1c0316b42d50bb2f7720f473a7393a53878a212f1f573b23b8fecc1b35,9030486000000,SP22XRPKA10DCQA77EFB596AKYTH042P1FZH0BMQZ
bc1q9j4yy2g0wuuwu7fqkq0pu6y6vxshp8hw54uek0,0284df4505c6318a0017a7848aa0a95bf8cd3db697a89d2ec1978a027bece770ef,14000000000000,SMB8HEG4D5TE5DH2TJV9TTBENW9FE9P449KS19R9
bc1qxf5ephyanvpxe593a3kg36cx0k92dq3yua46n2,039dc5297b92c1f6b48f4a68e180b853ff6e8188fb78422652a90b8fe14941adce,23152297659959,
bc1qdngkn5pgcrf0jjwn6frxa0v9ma2exe7axuz585,03e0df37e83e43847625a0320456cb9758050a61ce76c2c130bf50242f27ba6d54,500000000000,
bc1qs33quxgnwkrspgu82lmaczw7gtcfa88pll8fqm,03ed732eab6b99b90315f9b58ce9c3e2d1991bc4e9cfa59841535c0ef7dbba38e0,6525690448008,
bc1qvsytlzdcqwxxrrz26msr6rfneajcrjtcw6k4xx,02844807121921880119fe05ae47fccb4945a4bb2f840fe7de66e6f32640bc8169,74970692634571,
bc1qkgln2fwjhc5k9vqh68hl0xp03vtnxkh2hs50qz,0268e6f499fca2912488e89fc8b6734cafbe24a4ecbcd3312e4eb27ed8e5cfb4f3,950000000000,
bc1qkgln2fwjhc5k9vqh68hl0xp03vtnxkh2hs50qz,038cb1e945144ca7669b0f33656b8379bcb3c17795b4d8665e42dea76eb3f86d2f,950000000000,
bc1qkgln2fwjhc5k9vqh68hl0xp03vtnxkh2hs50qz,038cb1e945144ca7669b0f33656b8379bcb3c17795b4d8665e42dea76eb3f86d2f,600000000000,
bc1qs0kkdpsrzh3ngqgth7mkavlwlzr7lms2zv3wxe,023d6ecdc36fa1e1c6a9f116c7f13ae843001ed9d617f66f6c68cabf751bf82555,51793461282231,
bc1q7w0jpwwjyq48qhyecnuwazfqv56880q67pmtfc,023d6e4adbd5e7bedd5a1e1b85940e1e8c6c34924fd0d584e5e15d84c8572083d9,7215511820741,
bc1qjulzzd8j8rkh9mgpthrn6ylrpgqxe77hck53j9,03815f036a90512671911fd66cca53dd88d421beaa3253083635f267dc614ee888,150001000000,
bc1qavwt43t0a865eljtpwf7ngwhmfq5w9v09wjwdt,02254a34747123978819f2a90506f76cb057fe3fbff6d8721a0d9cf8e9412d0e60,594180000000,
bc1qun60xhsf28d3hcuxlxxg59e3er7vvgzvwvg8pkw4scc7gk3mjkcsa5fkgu,03a541c1ec2cfb32da48cfadf439c9b2f27d166bbffa18a178c7a6a0d54cfa7813,1999999000000,
15uuC9CPwSuV3inJcuU5Uon111yosYbzAb,03a541c1ec2cfb32da48cfadf439c9b2f27d166bbffa18a178c7a6a0d54cfa7813,150000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,025588e24e2bf387fe8cc7bccba1aac7fe599b96724892431e992a40d06e8fe220,6000000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,03e0df37e83e43847625a0320456cb9758050a61ce76c2c130bf50242f27ba6d54,6000000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,03a541c1ec2cfb32da48cfadf439c9b2f27d166bbffa18a178c7a6a0d54cfa7813,6000000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,034df3feda207a1cd4f31ae2b58f136a0d382d23419ef8d06569fa538202ba8aed,6000000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,03cc1da6f6235699284987f7d3a98a950b0c693cdbed87ab33c04f61e2dfb6a177,6000000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,0309126df3691918f25f8872819bc8268e9e1e0d92d0494fa4fb9783589a1392fa,2400000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,02c54d8b1ba4b7207f78f861c60f8a67433c264a11ac9b6b7773476e9f6c008e49,6000000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,027af6b78b484b2c129dab7e490e8438f9a6eb4890071335a5781d483073866b9a,6000000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,0302328212d5e430a8a880f8e2365a8f976ee50490ff030c106866c0b789eae91a,320000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,0244869db071d334ff8e5cd94956ae7b60a4abd41f83f3c9d66ab314718151d94d,6000000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,0215245613e31de2ec2e7f2c4facb45724be2e49d9d42abb0a5e571322593b36bf,6000000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,029e1245f007bd8f76d5ce67e759acd21f8b0f2538a80713468f7524bf3fff6136,6000000000000,
bc1q9ll6ngymkla8mnk5fq6dwlhgr3yutuxvg3whz5,038265445ac9fa77d96bf6f3eee74e287deb10aeef2f2e3f96581a6bb765de8240,3800000000000,
bc1qeagslq8gm4ylmgxf9ngx24mnwffsqnprrsjc0n,025588e24e2bf387fe8cc7bccba1aac7fe599b96724892431e992a40d06e8fe220,4151385690778,
bc1q0wx0gz0vtydgj9knzu0xfrcsywqc3cxh6za8qh,0217ba21663bc7ea1bea961c2a314543b7e4eb53be2a00487302a75340d55ff62e,160005000000,
1HZPdkmFNt53uYd9jihqL4B6YRy5MjVJNc,0284df4505c6318a0017a7848aa0a95bf8cd3db697a89d2ec1978a027bece770ef,149009400000,
